movetext,white_elo,black_elo,white_diff,black_diff,opening,eco
1. e4 d5 2. exd5 e5 3. dxe6 Bxe6 4. Nf3 a6 5. d4 Nf6 6. Nc3 Bb4 7. Bd2 Nc6 8. a3 Ba5 9. Ne2 Qd7 10. Bxa5 Nxa5 11. c3 O-O-O 12. Nf4 Bb3 13. Qd2 Rde8+ 14. Be2 Bc4 15. O-O Bxe2 16. Nxe2 Nb3 17. Qd3 Nxa1 18. Rxa1 Qb5 19. Qxb5 axb5 20. Nf4 h6 21. Ne5 Rhf8 22. Kf1 g5 23. Nfd3 Ne4 24. Re1 Nd2+ 25. Kg1 f6 26. Ng6 Rxe1+ 27. Nxe1 Re8 28. Nf3 Nc4 29. b3 Nxa3 30. Kf1 Nb1 31. c4 bxc4 32. bxc4 f5 33. Nge5 f4 34. Ke2 Nc3+ 35. Kd3 Na4 36. Ke4 Nb6 37. Kf5 Nd7 38. Kg6 Nxe5+ 39. dxe5 Re6+ 40. Kf5 Rc6 41. e6 Rxc4 42. Kf6 Kd8 43. Kf7 Re4 44. Nd4 c5 45. Nf5 c4 46. Nd6 Rxe6 47. Kxe6 c3 48. Ne4 c2 49. Nc5 c1=Q 50. Ne4 Qe1 51. Kf5 b5 52. Nc5 Qxf2 53. Nb7+ Kc7 54. Na5 b4 55. Nc4 b3 56. Kg6 Qc2+ 57. Kxh6 Qxc4 58. Kxg5 Qe4 59. h4 Kd6 60. h5 Ke6 61. Kh4 f3+ 62. Kg3 fxg2 63. Kh3 Qf3+ 64. Kh4 1-0,1672.0,1668.0,12.0,-12.0,Scandinavian Defense: Boehnke Gambit,B01
1. b4 a5 2. Bb2 axb4 3. c4 Nc6 4. e3 Nf6 5. Nf3 h6 6. a3 bxa3 7. Nxa3 d5 8. Nb5 dxc4 9. Rxa8 Nb4 10. Bxf6 gxf6 11. Qa4 Nd3+ 12. Ke2 Nc1+ 13. Ke1 c6 14. Na7 Nd3+ 15. Bxd3 cxd3 16. Rxc8 Qxc8 17. Nxc8 b5 18. Qa8 Kd7 19. Nb6+ Kc7 20. Nc8 b4 21. Nd4 c5 22. Qc6+ Kb8 23. Nb5 Bg7 24. Nxe7 b3 25. Qb6+ Ka8 26. Nc7# 1-0,1297.0,1084.0,5.0,-9.0,Polish Opening,A00
1. c4 d6 2. b3 b6 3. Bb2 c5 4. Nc3 Bb7 5. Rc1 Qc7 6. Rc2 Qc6 7. Qa1 Nd7 8. Nd5 Ngf6 9. Bxf6 Nxf6 10. Nxf6+ exf6 11. Nf3 d5 12. e3 d4 13. exd4 cxd4 14. Nxd4 Qe4+ 15. Be2 Bc5 16. O-O Bxd4 17. Bf3 Qxf3 18. gxf3 Bxa1 19. Re1+ Be5 20. d4 O-O 21. dxe5 fxe5 22. Rxe5 Rfe8 23. Rxe8+ Rxe8 24. c5 Bxf3 25. cxb6 Re1# 0-1,1646.0,1637.0,-11.0,36.0,English Opening,A10
1. d4 b6 2. e4 Bb7 3. Bd3 e5 4. d5 c6 5. c4 cxd5 6. cxd5 Bc5 7. Nf3 d6 8. O-O Nf6 9. Bg5 h6 10. Bxf6 Qxf6 11. Qa4+ Nd7 12. Bb5 Rd8 13. Qxa7 Bc8 14. Nbd2 O-O 15. a3 Qg6 16. b4 Bd4 17. Nxd4 exd4 18. Bxd7 Bxd7 19. Qxb6 Rb8 20. Qxd4 Bb5 21. Rfc1 f5 22. exf5 Rxf5 23. a4 Be2 24. b5 Qf7 25. b6 Rxd5 26. Qe3 Ba6 27. Rc7 Qf6 28. Re1 Re5 29. Ne4 Qg6 30. Qf3 Rf8 31. Qg3 Qxg3 32. hxg3 d5 33. Ra7 Bd3 34. b7 dxe4 35. Ra8 Ree8 36. Ra7 Rb8 37. Rc1 Kh7 38. Rc7 h5 39. Ra5 Kh6 40. Re5 g6 41. Kh2 Ba6 42. Ree7 Rfe8 43. Rh7+ Kg5 44. Kh3 Rf8 0-1,1516.0,1533.0,-11.0,10.0,English Defense #2,A40
1. e4 e5 2. Nf3 Nc6 3. Bc4 h6 4. d4 f6 5. d5 Na5 6. Bb3 Nxb3 7. cxb3 Bb4+ 8. Bd2 Qe7 9. a3 Bd6 10. Bb4 Bxb4+ 11. axb4 Qxb4+ 12. Nbd2 c6 13. Ra4 Qb5 14. Nc4 Qc5 15. O-O b5 16. b4 Qxc4 17. dxc6 bxa4 18. cxd7+ Bxd7 19. Qd2 Rd8 20. Rc1 Qxe4 21. Ne1 Ne7 22. Qd6 Qf4 23. Nd3 Qd2 24. f3 Bb5 25. Qc5 Bxd3 0-1,1423.0,1537.0,-7.0,9.0,Italian Game: Anti-Fried Liver Defense,C55
1. d4 d5 2. c4 c6 3. e3 Nf6 4. Nc3 Bf5 5. Nf3 e6 6. Be2 Bd6 7. O-O Nbd7 8. Nh4 Bg6 9. Nxg6 hxg6 10. Bg4 Bxh2+ 11. Kh1 Nxg4 12. Qxg4 Nf6 13. Qd1 Qd6 14. e4 dxe4 15. Re1 O-O-O 16. Nxe4 Nxe4 17. Rxe4 Rh5 18. Be3 Rdh8 19. c5 Bg1+ 20. Kxg1 Rh1# 0-1,1523.0,1556.0,-16.0,10.0,Slav Defense,D10
1. d4 d5 2. c4 Bf5 3. Nc3 Nc6 4. cxd5 Nb4 5. e4 Bg6 6. Qa4+ Qd7 7. Qxb4 O-O-O 8. Nf3 e5 9. Qc4 exd4 10. Qxd4 Kb8 11. Be3 b6 12. Bb5 Bc5 13. Qd3 Qd6 14. Bxc5 Qxc5 15. O-O Nf6 16. Rfe1 h5 17. Ne5 h4 18. Nc6+ Kb7 19. Nxd8+ Rxd8 20. Bc6+ Kb8 21. Qa6 Qxf2+ 22. Kxf2 Ng4+ 23. Kg1 Ne5 24. Qb7# 1-0,1418.0,1459.0,12.0,-12.0,Queen's Gambit Refused: Baltic Defense,D02
1. e4 e5 2. d4 f6 3. dxe5 fxe5 4. Nf3 d6 5. Bb5+ c6 6. Be2 h6 7. b3 Nf6 8. Bd3 Bg4 9. O-O Bxf3 10. Qxf3 Nbd7 11. Nc3 Qa5 12. Bd2 d5 13. exd5 cxd5 14. Rfd1 d4 15. Ne2 Qd5 16. Bg6+ Ke7 17. Bb4+ Kd8 18. Qxd5 Nxd5 19. Bxf8 Rxf8 20. c4 Nb4 21. Rd2 d3 22. Nc1 Rf4 23. Bxd3 e4 24. f3 exd3 25. Nxd3 Rd4 26. Rad1 Nxd3 27. Rxd3 Rxd3 28. Rxd3 Kc7 29. Kf2 Re8 30. f4 Nc5 31. Rd5 Ne4+ 32. Kf3 Nc3 33. Rc5+ Kb6 34. Rf5 Nxa2 35. Rf7 Rg8 36. g4 Nc3 37. g5 hxg5 38. fxg5 Nd5 39. cxd5 Kc5 40. Rf5 g6 41. Rf7 Kb6 42. d6 Rd8 43. d7 Kc6 44. Kf4 b5 45. Ke5 a5 46. Kf6 a4 47. bxa4 bxa4 48. Kxg6 Kd6 49. Kh5 Ke6 50. g6 a3 51. Rh7 a2 52. g7 Kf7 53. Rh8 a1=Q 54. g8=Q+ Rxg8 55. Rxg8 Qd1+ 56. Kh6 Kxg8 0-1,1501.0,1405.0,-14.0,23.0,Center Game #2,C21
1. e4 e5 2. Nf3 Nc6 3. d3 g6 4. Be2 Bg7 5. O-O Nf6 6. Nc3 O-O 7. Bg5 h6 8. Bh4 g5 9. Bg3 d6 10. Nd5 Nxd5 11. exd5 Ne7 12. c4 f5 13. h3 f4 14. Bh2 Nf5 15. d4 e4 16. Nd2 Qe7 17. Nb3 Bd7 18. Bg4 Qf7 19. f3 Ne3 20. Qe2 Nxf1 21. Rxf1 e3 22. c5 a6 23. c6 bxc6 24. dxc6 Bxc6 25. Rd1 h5 26. d5 Bb5 27. Be6 Bxe2 28. Re1 Bc4 29. Bxf7+ Kxf7 30. h4 Be5 31. hxg5 Bxb3 32. axb3 Kg6 33. Kf1 h4 34. Ke2 Kf5 35. Kd3 Rab8 36. Kc2 Rb5 37. Rd1 Rg8 38. Ra1 a5 39. Rg1 Rxg5 40. g3 hxg3 41. Bxg3 fxg3 42. Rf1 Kf4 0-1,1690.0,1890.0,-6.0,5.0,King's Knight Opening: Normal Variation,C44
1. e4 e5 2. Nf3 Nc6 3. b3 d6 4. Bb2 Be6 5. Bb5 Bd7 6. Bxc6 Bxc6 7. d4 Bxe4 8. dxe5 dxe5 9. Qe2 Bxf3 10. Qxf3 Bd6 11. Nd2 Nf6 12. Qxb7 O-O 13. O-O-O Qd7 14. Nc4 Ne4 15. Nxe5 Qf5 16. Nd3 Rfb8 17. Qa6 Bf4+ 18. Nxf4 Qxf4+ 19. Kb1 Nxf2 20. Rhf1 Qe3 21. Rde1 Qc5 22. Ba3 Qd4 23. c3 Qxc3 24. Bb2 Qd2 25. Re2 Qd3+ 26. Qxd3 Nxd3 27. Re7 Rf8 28. Rxc7 a5 29. a4 Rae8 30. Bc3 Re2 31. Bxa5 Rxg2 32. Rd7 Rb2+ 33. Ka1 Rxb3 34. Ka2 Rb2+ 35. Ka3 Rfb8 36. Rxd3 Rxh2 37. Rfd1 h6 38. Bc7 Ra8 39. Bxh2 Kh7 40. Rd8 Ra7 41. Rd1d7 Ra6 42. Kb4 Rf6 43. a5 g5 44. Kb5 h5 45. a6 Rxa6 46. Kxa6 Kg6 47. Rd6+ f6 48. Rf8 h4 49. Rfxf6+ Kh5 50. Rd4 g4 51. Rf5+ Kg6 52. Rb5 g3 53. Bxg3 hxg3 54. Rg4+ 1-0,1696.0,1596.0,8.0,-8.0,King's Knight Opening: Normal Variation,C44
1. d4 d5 2. c4 c6 3. c5 e6 4. e3 Nf6 5. Nf3 Nbd7 6. Nc3 Be7 7. Bd3 O-O 8. h4 b6 9. b4 a5 10. bxa5 bxc5 11. dxc5 Rxa5 12. h5 Rxc5 13. Na4 Ra5 14. Nc3 Ra8 15. h6 g6 16. Bb2 Qa5 17. Nd4 Bb4 18. Qc2 c5 19. Nc6 Qa6 20. Ne7+ Kh8 21. O-O-O Bxc3 22. Bxa6 Bxb2+ 23. Qxb2 Rxa6 24. Nxc8 Rxc8 25. Qb7 Raa8 26. Kd2 Rab8 27. Qa6 Rb2+ 28. Kc1 Rbb8 29. Rd2 Ra8 30. Qb7 Rab8 31. Qa6 Ra8 32. Qb5 Rab8 33. Qa4 Ra8 34. Qb5 Rab8 35. Qe2 Rb6 36. Qf3 Rcb8 37. Rh4 Rb1+ 38. Kc2 Rb1b2+ 39. Kc1 Rb1+ 40. Kc2 Rb1b2+ 41. Kc3 Rb2b5 42. e4 Nxe4+ 43. Kc2 Nxd2 44. Kxd2 Rb2+ 45. Kc1 Rxa2 46. Qxf7 Ra1+ 47. Kc2 Ra2+ 48. Kc1 Ra1+ 49. Kc2 Ra2+ 50. Kc3 Ra3+ 51. Kc2 Ra2+ 52. Kc3 Ra3+ 53. Kd2 Ra2+ 54. Ke3 Ra3+ 55. Kf4 Ra4+ 56. Kg3 Rb3+ 57. f3 Rxh4 58. Qg7# 1-0,1433.0,1311.0,8.0,-11.0,Slav Defense,D10
1. e4 e5 2. Nf3 Nf6 3. Bc4 Nxe4 4. Bxf7+ Kxf7 5. Nxe5+ Ke8 6. Qh5+ g6 7. Nxg6 Nf6 8. Qe5+ Be7 9. Nxh8 d6 10. Qe2 Bf5 11. O-O Kd7 12. Re1 Nc6 13. Nf7 Qg8 14. Qf3 Qxf7 15. Qxf5+ Kd8 16. Nc3 Nd4 17. Qd3 Nc6 18. Qb5 Nd4 19. Qxb7 Rc8 20. Nb5 Nxc2 21. Nxa7 Ra8 22. Qxa8+ Kd7 23. Qc6+ Kd8 24. Qxc2 Ng4 25. f3 Nf6 26. Nc6+ Kd7 27. Nxe7 1-0,1499.0,1688.0,18.0,-17.0,Russian Game: Urusov Gambit,C42
1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. h3 e6 5. Nf3 c5 6. Bg5 Be7 7. e3 b6 8. cxd5 Nxd5 9. Bxe7 Kxe7 10. e4 Nf4 11. dxc5 bxc5 12. Bc4 Nxg2+ 13. Kf1 Nf4 14. Ne2 Ng6 15. e5 Bb7 16. Kg2 Nxe5 17. Ng1 Qb6 18. Be2 Rd8 19. Qa4 Rd2 20. Qh4+ f6 21. Qe4 Bxe4 0-1,1555.0,1681.0,-8.0,7.0,Slav Defense #2,D10
1. d3 c6 2. e3 d5 3. g3 Bf5 4. Bg2 Nf6 5. h3 e5 6. g4 Bg6 7. Nf3 Nbd7 8. Nh4 Bc5 9. Nxg6 fxg6 10. d4 exd4 11. exd4 Bd6 12. Bg5 O-O 13. O-O Qb6 14. Bxf6 gxf6 15. b3 Rfe8 16. c4 dxc4 17. bxc4 c5 18. dxc5 Nxc5 19. Nc3 Rad8 20. Qf3 Be5 21. Rac1 Nd3 22. Rc2 Nf4 23. Qxb7 Qxb7 24. Bxb7 Bxc3 25. Rxc3 Ne2+ 26. Kg2 Nxc3 27. c5 Ne2 28. c6 Nf4+ 29. Kg3 Nd5 30. Rd1 f5 31. gxf5 gxf5 32. a4 f4+ 33. Kf3 Re7 34. c7 Rxc7 35. Bxd5+ Kg7 36. Rg1+ Kf6 37. Bg8 Rc3+ 38. Ke4 Ra3 39. Kxf4 Rxa4+ 40. Ke3 Re8+ 41. Kf3 Ra3+ 42. Kf4 Re2 43. Rg2 Ra4+ 44. Kf3 Re7 45. Bb3 Ra3 46. Kg4 Rxb3 47. Kh5 Rg7 48. Rxg7 Kxg7 49. f4 a5 50. f5 Rb5 51. Kg5 a4 52. h4 a3 53. h5 a2 54. h6+ Kf7 55. Kh4 a1=Q 0-1,1680.0,1634.0,-43.0,12.0,Mieses Opening,A00
1. e4 e6 2. d4 d5 3. exd5 exd5 4. c4 Nf6 5. Nc3 Be7 6. Qb3 c6 7. Nf3 Nbd7 8. cxd5 cxd5 9. Bd3 Nb6 10. O-O Be6 11. Bf4 O-O 12. Ng5 Qd7 13. Nxe6 fxe6 14. Rfe1 Rae8 15. Qc2 Bd6 16. Bxd6 Qxd6 17. Qe2 Re7 18. Nb5 Qc6 19. Nc3 Nc4 20. b3 Nd6 21. Rac1 Qd7 22. Rc2 a6 23. Rec1 Nde4 24. Nxe4 dxe4 25. Bxe4 Nxe4 26. Qxe4 Qd5 27. Qxd5 exd5 28. Rc7 Re4 29. Rxb7 Rxd4 30. f3 Rf7 31. Rc8+ Rf8 32. Rcc7 Rd1+ 33. Kf2 Rd2+ 34. Kg3 Rxa2 35. Rxg7+ 1-0,1765.0,1905.0,16.0,-25.0,"French Defense: Exchange Variation, Monte Carlo Variation",C01
1. e3 e6 2. g3 d5 3. Bg2 c5 4. b3 Nf6 5. Bb2 Nc6 6. Ne2 Be7 7. d3 O-O 8. Nd2 b6 9. O-O Bb7 10. c4 dxc4 11. Nxc4 Qc7 12. Ne5 Rab8 13. Nxc6 Bxc6 14. Bxc6 Qxc6 15. Bxf6 Bxf6 16. Rc1 Rfd8 17. d4 Rd7 18. b4 Rc8 19. bxc5 bxc5 20. Rxc5 Qxc5 21. dxc5 Rxd1 22. Rxd1 Rxc5 23. Nf4 h6 24. Kg2 Rc2 25. a4 Ra2 26. Nd3 Rxa4 27. Nc5 Rc4 28. Nd3 a5 29. Rb1 a4 30. f4 a3 31. Ne5 Bxe5 32. fxe5 Re4 33. Kf3 Rxe5 34. Ra1 Ra5 35. Ra2 Kf8 36. e4 Ke7 37. Ke3 Kd6 38. Kd3 Kc5 39. Kc3 Kb5 40. Kb3 Kc5 41. Kc3 Kc6 42. Kc4 Kd6 43. Kd4 Ra4+ 44. Ke3 Ke5 45. h4 Rxe4+ 46. Kf3 Ra4 47. Re2+ Kd4 48. Ra2 e5 49. Kg4 g6 50. h5 gxh5+ 51. Kxh5 e4 52. Kg4 e3 53. Kf3 Kd3 54. g4 e2 55. Rxe2 a2 56. Re1 a1=Q 57. Rxa1 Rxa1 58. Kf4 Rg1 59. Ke5 Rxg4 0-1,1662.0,1781.0,-8.0,7.0,Van't Kruijs Opening,A00
1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. h5 Bh7 8. Bd3 Bxd3 9. Qxd3 Nd7 10. Nf3 Ngf6 11. Bf4 Nd5 12. Bd2 e6 13. O-O-O Bd6 14. Ne4 Bc7 15. Rhe1 Nf4 16. Qc3 Nd5 17. Qb3 Qb8 18. c4 Nd5f6 19. Nxf6+ Nxf6 20. Ne5 Nd7 21. Nxd7 Kxd7 22. c5 b5 23. Qf3 Rf8 24. Qg4 Rg8 25. Bc3 b4 26. Bd2 Qb5 27. b3 Qa6 28. Be3 Qxa2 29. d5 Qa1+ 30. Kd2 Qb2+ 31. Kd3 Qxb3+ 32. Ke2 cxd5 33. Rxd5+ Qxd5 34. Rd1 Qxd1+ 35. Kxd1 Rad8 36. Kc2 Kc8 37. Qxb4 a5 38. Qb5 Rd5 39. Qa6+ Kd7 40. c6+ 1-0,1741.0,1746.0,28.0,-34.0,"Caro-Kann Defense: Classical Variation, Main Line",B18
1. d4 d5 2. e4 dxe4 3. Nc3 Bf5 4. a3 e6 5. f3 exf3 6. Qxf3 c6 7. Be3 Bxc2 8. Bc4 Nf6 9. Bg5 b5 10. Bxf6 gxf6 11. Bd3 Bxd3 12. Qxd3 Rg8 13. g3 Bd6 14. Qxh7 Ke7 15. Nf3 c5 16. O-O-O cxd4 17. Nxd4 b4 18. Nce2 bxa3 19. Rhe1 Qc7+ 20. Kb1 axb2 21. Nf4 Bxf4 22. Nxe6 Qc3 23. Nc7+ Kf8 24. Nxa8 Be5 25. Rd8+ Ke7 26. Qxg8 Qc6 27. Rxe5+ fxe5 28. Rxb8 Qc1+ 29. Ka2 Qa1+ 30. Kb3 b1=Q+ 31. Kc4 Qd4# 0-1,1321.0,1534.0,-5.0,5.0,Blackmar-Diemer Gambit: Zeller Defense,D00
1. d4 Nf6 2. c4 d5 3. Nc3 c6 4. Nf3 Bf5 5. Bg5 Nbd7 6. cxd5 h6 7. Bxf6 Nxf6 8. dxc6 bxc6 9. e3 e6 10. a3 Ne4 11. Nxe4 Bxe4 12. Be2 Qa5+ 13. b4 Qb6 14. O-O Bd6 15. Nd2 Bg6 16. Re1 O-O 17. e4 e5 18. Nc4 Qc7 19. Nxd6 Qxd6 20. dxe5 Qxe5 21. Bf3 Rad8 22. Qc1 Rd6 23. h3 Kh8 24. Qc5 Qxc5 25. bxc5 Rd4 26. e5 Rc4 27. Rac1 Bd3 28. Rxc4 Bxc4 29. Bxc6 Rc8 30. Bf3 Rxc5 31. Bg4 Be6 32. Bxe6 fxe6 33. Kh2 g5 34. Re3 Kg7 35. g3 h5 36. f3 Kg6 37. f4 Rc2+ 38. Kg1 gxf4 39. gxf4 Kf5 40. Kf1 Rc4 41. Ke2 Rxf4 42. Kd3 Ra4 43. Rf3+ Kxe5 44. Re3+ Kf6 45. Rf3+ Ke7 46. Ke2 e5 47. Kf2 Ke6 48. Kg3 e4 49. Re3 Ke5 50. Kh4 Rd4 51. Kxh5 Rd3 52. Re1 e3 53. Kg4 Ke4 54. h4 Rd2 55. h5 e2 56. h6 Ke3 57. h7 Rd4+ 58. Kg5 Rd5+ 59. Kg6 Rd6+ 60. Kg7 Rd7+ 61. Kg6 Rxh7 62. Kxh7 Kf2 63. Ra1 e1=Q 64. Rxe1 Kxe1 65. Kg7 a5 66. Kf7 Kd2 67. Ke6 Kc3 68. Kd5 Kb3 69. Kd4 Kxa3 70. Kd3 Kb3 71. Kd2 Kb2 72. Kd3 a4 73. Kc4 a3 74. Kb4 a2 75. Kc4 a1=Q 76. Kd4 Qd1+ 77. Ke4 Qd2 78. Ke5 Kc3 79. Ke4 Qd3+ 80. Ke5 Kc4 81. Ke6 Qd4 82. Ke7 Kc5 83. Ke6 Qd5+ 84. Kf6 Kc6 85. Ke7 Qd6+ 86. Kf7 Kc7 87. Kg7 Kd7 88. Kf7 Qe6+ 89. Kg7 Ke7 90. Kh7 Qf6 91. Kg8 Qf7+ 92. Kh8 1/2-1/2,1590.0,1547.0,-1.0,2.0,Slav Defense: Three Knights Variation,D15
1. e4 e6 2. Nf3 d5 3. exd5 exd5 4. d4 c6 5. Bd3 Nf6 6. O-O Bd6 7. c3 O-O 8. Qc2 Bg4 9. Nbd2 Nbd7 10. h3 Bh5 11. Nb3 Qc7 12. Bg5 Rfe8 13. Nbd2 Bxf3 14. Nxf3 Ne4 15. Be3 Bf4 16. Rae1 Ndf6 17. Nd2 Bxe3 18. Rxe3 b6 19. f3 Ng3 20. Rxe8+ Rxe8 21. Rd1 Qf4 22. Nf1 Nxf1 23. Bxf1 Qe3+ 24. Qf2 Qxf2+ 25. Kxf2 h6 26. g3 Nh5 27. Bd3 Re7 28. a3 g6 29. b4 Ng7 30. Re1 Rxe1 31. Kxe1 f5 32. Kf2 Kf7 33. Ke3 Ke6 34. g4 Kf6 35. Kf4 fxg4 36. fxg4 g5+ 37. Kf3 Ne6 38. Kg3 Nf4 39. Bf5 Ne2+ 40. Kf2 Nxc3 41. Bd7 Nb5 0-1,1776.0,1788.0,-28.0,11.0,French Defense: Knight Variation,C00
1. c4 d6 2. b3 g6 3. Bb2 Bg7 4. Bxg7 f6 5. Bxh8 Nh6 6. Bg7 Nf5 7. Bxf6 exf6 8. Nc3 Qe7 9. Nf3 b6 10. e4 Ng7 11. Be2 Bb7 12. d3 Nd7 13. O-O Ne5 14. Nxe5 fxe5 15. Nd5 Bxd5 16. cxd5 O-O-O 17. Bg4+ Kb7 18. a4 Rf8 19. a5 h5 20. Bh3 g5 21. g3 h4 22. axb6 cxb6 23. Qc2 hxg3 24. Qc6+ Kb8 25. Rxa7 gxf2+ 26. Rxf2 Kxa7 27. Ra2+ Kb8 1-0,1647.0,1637.0,11.0,-28.0,English Opening,A10
1. e4 c6 2. d3 e6 3. Nf3 d5 4. e5 d4 5. Ng5 Nd7 6. Qf3 Be7 7. Qxf7# 1-0,1139.0,,,,Caro-Kann Defense: Breyer Variation,B10
1. e4 e5 2. d4 Nc6 3. Nf3 Bd6 4. Bb5 exd4 5. Bxc6 bxc6 6. e5 Bc5 7. O-O h6 8. Re1 Ne7 9. Nxd4 O-O 10. Nf3 Nd5 11. b3 Bb6 12. Bb2 Nf4 13. a4 a5 14. c4 Ne6 15. Nbd2 d6 16. Rc1 d5 17. Qc2 Re8 18. Qd3 Ba6 19. Qf5 Rb8 20. h3 Bc8 21. Qd3 Nc5 22. Qc3 Be6 23. Nd4 Qg5 24. Nd2f3 Qg6 25. Nxe6 fxe6 26. Nd2 Rf8 27. Re2 Nd3 28. c5 Nxc1 29. Qxc1 Ba7 30. Nf3 Rxb3 31. Re3 Rxe3 32. fxe3 Rxf3 33. Qd1 1-0,1707.0,1665.0,9.0,-10.0,Scotch Game,C44
1. d4 d5 2. c4 Nc6 3. Nc3 e5 4. Nf3 exd4 5. Nxd4 dxc4 6. Nxc6 Qxd1+ 7. Nxd1 bxc6 8. Bf4 Bd6 9. Bg3 Nf6 10. Nc3 Bf5 11. e3 Bd3 12. Bxd3 cxd3 13. Kd2 Bxg3 14. hxg3 Rd8 15. Rad1 c5 16. b3 Ke7 17. f3 h6 18. Rh4 Rd7 19. Ra4 c6 20. Ra6 Rc8 21. Rc1 Nd5 22. Ra5 Nb4 23. Rxc5 Rcd8 24. a3 Nc2 25. Nb1 Rd6 26. f4 Re6 27. Re5 Rxe5 28. fxe5 Ke6 29. Nc3 Kxe5 30. Na4 Ke4 31. Nc5+ Ke5 32. Nxd3+ Ke4 33. Rxc2 Rxd3+ 34. Ke2 Rxe3+ 35. Kf2 Rxb3 36. Ra2 f5 37. Ra1 g5 38. Ra2 c5 39. Re2+ Kd4 40. Rd2+ Rd3 41. Ra2 c4 42. Rc2 c3 43. Ke2 Rd2+ 0-1,1978.0,1955.0,-12.0,12.0,"Queen's Gambit Refused: Chigorin Defense, Tartakower Gambit",D06
1. e4 c5 2. f4 e6 3. e5 d5 4. exd6 Bxd6 5. Nf3 Nc6 6. Bb5 Qb6 7. Nc3 a6 8. Bxc6+ Qxc6 9. d3 Nf6 10. Bd2 b6 11. Qe2 Bb7 12. O-O-O O-O-O 13. h3 Rhe8 14. g4 Nd5 15. Ne4 Bxf4 16. Bxf4 Nxf4 17. Qe3 Nd5 18. Qg5 g6 19. Qh6 f5 20. Neg5 Rh8 21. Ne5 Qa4 22. Kb1 Nb4 23. a3 Qxc2+ 24. Ka1 Nxd3 25. Rb1 Nxe5 26. Nxe6 Rde8 27. Ng7 Rd8 28. Ne6 Rd7 29. Qf4 Nd3 30. Rhc1 Qxc1 31. Rxc1 Nxf4 32. Nxf4 fxg4 33. hxg4 Rhd8 34. Ne6 Rd1 35. Kb1 Rxc1+ 36. Kxc1 Re8 37. Ng7 Re7 0-1,1676.0,1994.0,-4.0,25.0,Sicilian Defense: McDonnell Attack,B21
1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d3 Bc5 5. a3 d6 6. h3 Bd4 7. c3 Bb6 8. Bb5 d5 9. c4 dxe4 10. dxe4 Qxd1+ 11. Kxd1 Nxe4 12. Rf1 O-O 13. Nbd2 Rd8 14. Kc2 Nd4+ 15. Nxd4 Nxd2 16. Bxd2 Bxd4 17. f4 Bf5+ 18. Kb3 c6 19. fxe5 Bd3 20. Rf3 Bxe5 21. Ba4 Bxc4+ 22. Kxc4 Rxd2 23. Re1 Bxb2 24. Rfe3 Kf8 25. Kb3 b5 26. Bxb5 cxb5 27. Kb4 a6 28. Ka5 Rxg2 29. Rd3 0-1,1297.0,1527.0,-9.0,5.0,"Italian Game: Giuoco Pianissimo, Normal",C50
1. e4 e6 2. Nf3 Nf6 3. d3 b6 4. Nc3 Bb7 5. Bf4 Na6 6. Be2 Be7 7. O-O Ng4 8. h3 h5 9. hxg4 hxg4 10. Nd4 Bg5 11. Be5 g3 12. Bxg7 gxf2+ 13. Rxf2 Rh7 14. Be5 Be3 15. Qf1 Qh4 1/2-1/2,1617.0,1547.0,-2.0,2.0,French Defense: Knight Variation,C00
1. e3 c6 2. d3 d5 3. f3 Bf5 4. e4 dxe4 5. fxe4 Bg6 6. Nf3 Nd7 7. g3 e5 8. Bg2 Bd6 9. O-O Ngf6 10. Nh4 O-O 11. Nxg6 fxg6 12. Bg5 Be7 13. h4 Nh5 14. Bxe7 Qxe7 15. Kh2 Nhf6 16. g4 h5 17. g5 Ng4+ 18. Kh3 Qe6 19. Rxf8+ Rxf8 20. Qe2 Nc5 21. Bf3 Ne3+ 22. Kh2 Ng4+ 23. Bxg4 hxg4 24. Nd2 Na4 25. b3 Nc3 26. Qe3 Rf4 27. Qxa7 g3+ 28. Kxg3 Qg4+ 29. Kh2 Qxh4+ 30. Kg2 Qxg5+ 0-1,1673.0,1635.0,-36.0,12.0,Van't Kruijs Opening,A00
1. e3 c6 2. d3 d5 3. c3 Bf5 4. Nd2 Nd7 5. e4 dxe4 6. dxe4 Bg6 7. f4 h6 8. f5 Bh7 9. Ngf3 e5 10. Nc4 f6 11. Bd3 Bc5 12. b4 Bb6 13. a4 a6 14. a5 Ba7 15. Qe2 Qc7 16. Be3 b5 17. Bxa7 Rxa7 18. Nb2 Ne7 19. Bc2 c5 20. Nd3 c4 21. Nf2 O-O 22. O-O g5 23. fxg6 Bxg6 24. Nh4 Kg7 25. Nxg6 Nxg6 26. Qg4 Rh8 27. h4 h5 28. Qg3 Nf8 29. Bd1 Kf7 30. Nh3 Qd6 31. Qg5 Nh7 32. Qxh5 Ng5 33. Nxg5+ Kg7 34. Qg4 Rxh4 35. Qg3 fxg5 36. Qxg5 Qe7 37. Qg3 Ra8 38. Bg4 Rah8 39. Bf5 Rh1+ 40. Kf2 Qa7+ 41. Ke2 Rh1h6 42. Qxe5+ Nxe5 0-1,1609.0,1658.0,-24.0,10.0,Van't Kruijs Opening,A00
